Address 1,Address 2,Address 3,Postcode,Permitted Occupants,Licence Issue Date,Licence Expiry Date,Licence Number,latitude,longitude,geocoded_address,marker-symbol,marker-color
Solly C,59,Edward Street,S3 7BY,7,11-Sep-23,21-Jun-28,6250,53.3841766,-1.4798768,"Huntsman House, 59 Edward St, Sheffield S3 7BY, UK",home,#1D9A6C
Solly D,59,Edward Street,S3 7BY,6,04-Oct-23,16-Jul-26,6251,53.3841766,-1.4798768,"Huntsman House, 59 Edward St, Sheffield S3 7BY, UK",home,#16837A
Solly G,59,Edward Street,S3 7BY,5,26-Sep-23,21-Jun-28,6249,53.3841766,-1.4798768,"Huntsman House, 59 Edward St, Sheffield S3 7BY, UK",home,#0F596B
,17,Elgin Street,S10 1UQ,5,03-Feb-24,02-Feb-29,6457,53.3819223,-1.5068767,"17 Elgin St, Sheffield S10 1UQ, UK",home,#0F596B
,20,Elgin Street,S10 1UQ,5,26-Feb-21,22-May-25,5077,53.3819257,-1.5067273,"20 Elgin St, Sheffield S10 1UQ, UK",home,#0F596B
,36,Elgin Street,S10 1UQ,5,09-Jan-24,27-Oct-28,6292,53.3821743,-1.5068774,"36 Elgin St, Sheffield S10 1UQ, UK",home,#0F596B
,4,Ellison Street,S3 7JF,5,15-May-24,27-Jan-29,6411,53.3877385,-1.4818844,"4 Ellison St, Sheffield S3 7JF, UK",home,#0F596B
,2,Elmore Road,S10 1BY,7,25-Aug-22,27-Feb-26,5922,53.3815252,-1.4973739,"2 Elmore Rd, Sheffield S10 1BY, UK",home,#1D9A6C
,6,Elmore Road,S10 1BY,8,08-Jul-21,22-Jun-25,5368,53.3812819,-1.4977061,"6 Elmore Rd, Sheffield S10 1BY, UK",home,#48B16D
,14,Elmore Road,S10 1BY,8,06-Dec-21,21-Jun-25,5590,53.3811581,-1.4978914,"14 Elmore Rd, Sheffield S10 1BY, UK",home,#48B16D
,16,Elmore Road,S10 1BY,12,27-May-22,28-Feb-26,5795,53.3811251,-1.4979427,"16 Elmore Rd, Sheffield S10 1BY, UK",home,#DEEDCF
,31,Elmore Road,S10 1BY,8,08-Feb-22,24-Jun-25,5677,53.380236,-1.4987983,"31 Elmore Rd, Sheffield S10 1BY, UK",home,#48B16D
,39,Elmore Road,S10 1BY,10,19-Oct-21,06-Jun-25,5501,53.3799976,-1.4991482,"39 Elmore Rd, Sheffield S10 1BY, UK",home,#ADDAA1
,40,Elmore Road,S10 1BY,7,15-Nov-22,27-Jun-25,6008,53.38019329999999,-1.4995937,"40 Elmore Rd, Sheffield S10 1BY, UK",home,#1D9A6C
,60,Endcliffe Rise Road,S11 8RU,8,16-Dec-20,09-Mar-25,4942,53.36989699999999,-1.501527,"60 Endcliffe Rise Rd, Sheffield S11 8RU, UK",home,#48B16D
,26,Endcliffe Terrace Road,S11 8RT,7,15-Sep-22,28-Jun-27,5951,53.3707614,-1.5012798,"26 Endcliffe Terrace Rd, Sheffield S11 8RT, UK",home,#1D9A6C
,28,Endcliffe Terrace Road,S11 8RT,8,01-Dec-20,18-Apr-25,4921,53.3707188,-1.5013459,"28 Endcliffe Terrace Rd, Sheffield S11 8RT, UK",home,#48B16D
,32,Essex Road,S2 2RG,6,09-Oct-23,13-Jul-28,6254,53.37194340000001,-1.4451916,"32 Essex Rd, Sheffield S2 2RG, UK",home,#16837A
,61,Fairleigh,S2 1LB,6,03-Dec-20,02-Dec-25,4926,53.36408059999999,-1.4270503,"61 Fairleigh, Sheffield S2 1LB, UK",home,#16837A
,38a,Fawcett Street,S3 7PN,6,18-Mar-20,16-Mar-25,4764,53.38619689999999,-1.4846188,"38 Fawcett St, Sheffield S3 7PN, UK",home,#16837A
,38b,Fawcett Street,S3 7PN,10,18-Mar-20,16-Mar-25,4761,53.38619689999999,-1.4846188,"38 Fawcett St, Sheffield S3 7PN, UK",home,#ADDAA1
,38c,Fawcett Street,S3 7PN,8,17-Mar-20,17-Mar-25,4765,53.38619689999999,-1.4846188,"38 Fawcett St, Sheffield S3 7PN, UK",home,#48B16D
,88a,Fawcett Street,S3 7PN,8,06-Aug-21,10-Jun-25,5417,53.38630149999999,-1.485494,"88A Fawcett St, Sheffield S3 7PN, UK",home,#48B16D
,88b,Fawcett Street,S3 7PN,9,12-Aug-21,25-Jan-26,5423,53.3862995,-1.4854248,"88B Fawcett St, Sheffield S3 7PN, UK",home,#74C67A
,88c,Fawcett Street,S3 7PN,9,23-Mar-22,25-Jan-26,5727,53.3862677,-1.4853535,"88C Fawcett St, Sheffield S3 7PN, UK",home,#74C67A
,3,Fentonville Street,S11 8BA,6,26-May-22,15-Nov-26,5794,53.3673054,-1.4823683,"3 Fentonville St, Sharrow, Sheffield S11 8BA, UK",home,#16837A
,29,Fentonville Street,S11 8BA,6,02-Mar-21,15-Nov-25,5082,53.3676949,-1.4828029,"29 Fentonville St, Sharrow, Sheffield S11 8BA, UK",home,#16837A
,31,Fentonville Street,S11 8BA,6,11-Nov-22,04-Oct-26,6003,53.3677302,-1.4828428,"31 Fentonville St, Sharrow, Sheffield S11 8BA, UK",home,#16837A
,2,Filey Street,S10 2FF,6,07-Apr-21,24-Jan-26,5172,53.3787692,-1.4856004,"2 Filey St, Broomhall, Sheffield S10 2FF, UK",home,#16837A
,5,Filey Street,S10 2FF,5,07-Sep-21,12-May-25,5462,53.3789178,-1.4851601,"5 Filey St, Broomhall, Sheffield S10 2FF, UK",home,#0F596B
,8,Filey Street,S10 2FF,5,26-May-21,06-Feb-25,5312,53.3786321,-1.485585,"8 Filey St, Broomhall, Sheffield S10 2FF, UK",home,#0F596B
,15,Filey Street,S10 2FF,8,09-Apr-21,01-Jun-25,5175,53.3784712,-1.4851842,"15 Filey St, Broomhall, Sheffield S10 2FF, UK",home,#48B16D
,16,Filey Street,S10 2FF,5,02-Sep-21,28-Apr-25,5459,53.3784742,-1.4855843,"16 Filey St, Broomhall, Sheffield S10 2FF, UK",home,#0F596B
,18,Filey Street,S10 2FF,6,10-Nov-21,02-Mar-26,5539,53.3784322,-1.4855821,"18 Filey St, Broomhall, Sheffield S10 2FF, UK",home,#16837A
,24,Filey Street,S10 2FG,8,03-Nov-22,02-Nov-27,5987,53.3779267,-1.4855012,"24 Filey St, Broomhall, Sheffield S10 2FG, UK",home,#48B16D
,26,Filey Street,S10 2FG,6,20-May-21,03-May-25,5301,53.3778251,-1.4855442,"26 Filey St, Broomhall, Sheffield S10 2FG, UK",home,#16837A
,35,Filey Street,S10 2FG,6,08-Jul-22,10-Apr-27,5862,53.3771587,-1.4851041,"35 Filey St, Broomhall, Sheffield S10 2FG, UK",home,#16837A
,37,Filey Street,S10 2FG,6,08-Jul-22,14-Apr-27,5892,53.37706739999999,-1.4850425,"37 Filey St, Broomhall, Sheffield S10 2FG, UK",home,#16837A
,112,Firth Park Crescent,S5 6HE,5,02-Aug-21,30-Sep-25,5396,53.4179341,-1.4450804,"112 Firth Park Cres, Sheffield S5 6HE, UK",home,#0F596B
"Flat 2, Rooms 12-23, The Marples",4,Fitzalan Square,S1 2AZ,11,25-Feb-20,24-Feb-25,4704,53.3829147,-1.4650278,"2, Cash Shop, 2-4 Fitzalan Sq, Sheffield City Centre, Sheffield S1 2AZ, UK",home,#DEEDCF
,3d,Fitzwilliam Street,S1 4JP,5,14-Jun-23,10-Mar-28,6190,53.37994010000001,-1.4799403,"3 Fitzwilliam St, Sheffield City Centre, Sheffield S1 4JL, UK",home,#0F596B
,,Floor 3 1-3 King Street,S3 8LF,15,11-Aug-22,11-Aug-27,5906,53.383641,-1.46504,"floor 3, 1-3 King St, Sheffield City Centre, Sheffield S3 8LF, UK",home,#DEEDCF
,,Floor 4 1-3 King Street,S3 8LF,15,11-Aug-22,11-Aug-27,5905,53.383641,-1.46504,"floor 4, 1-3 King St, Sheffield City Centre, Sheffield S3 8LF, UK",home,#DEEDCF
,,Floor 5 1-3 King Street,S3 8LF,17,10-Aug-22,10-Aug-27,5904,53.383641,-1.46504,"floor 5, 1-3 King St, Sheffield City Centre, Sheffield S3 8LF, UK",home,#DEEDCF
,77,Forres Road,S10 1WD,5,26-May-22,25-May-27,5789,53.3817623,-1.510091,"77 Forres Rd, Sheffield S10 1WD, UK",home,#0F596B
,25,Foxwood Avenue,S12 2FH,6,13-Jul-23,12-Jul-28,6212,53.3572097,-1.4200229,"25 Foxwood Ave, Sheffield S12, UK",home,#16837A
,55,Fulmer Road,S11 8UF,5,17-Mar-20,16-Mar-25,4768,53.3647646,-1.504447,"55 Fulmer Rd, Sharrow, Sheffield S11 8UF, UK",home,#0F596B
,53,Fulton Road,S6 3JL,5,23-Mar-23,18-Feb-25,6158,53.3903511,-1.4949924,"53 Fulton Rd, Sheffield S6, UK",home,#0F596B
,152,Fulton Road,S6 3JP,5,03-Mar-21,21-Jul-25,5090,53.3896696,-1.4983788,"152 Fulton Rd, Sheffield S6 3JP, UK",home,#0F596B
,315,Fulwood Road,S10 3BJ,6,02-Mar-21,26-Oct-25,5085,53.3761424,-1.5046933,"315 Fulwood Rd, Sheffield S10 3BJ, UK",home,#16837A
,229-231,Fulwood Road,S10 3BA,6,04-May-21,08-Mar-25,5239,53.3773938,-1.5010178,"229 Fulwood Rd, Sheffield S10 3BA, UK",home,#16837A
,271-273,Fulwood Road,S10 3BD,11,13-Jun-23,15-Aug-25,6193,53.3767706,-1.5028219,"271 Fulwood Rd, Sheffield S10 3BD, UK",home,#DEEDCF
Steel City,60,Garden Street,S1 4BJ,7,09-Sep-22,05-Oct-26,5948,53.3838685,-1.4774713,"60 Garden St, Sheffield City Centre, Sheffield S1 4UE, UK",home,#1D9A6C
,94,Gell Street,S3 7QW,6,29-Mar-24,13-Dec-28,6368,53.37893159999999,-1.4831579,"94 Gell St, Broomhall, Sheffield S3 7QW, UK",home,#16837A
,117,Gell Street,S3 7QT,5,30-Mar-21,13-Oct-25,5160,53.3789191,-1.4827974,"117 Gell St, Broomhall, Sheffield S3 7QT, UK",home,#0F596B
,230,Gleadless Road,S2 3AF,5,15-Nov-22,23-Jul-27,6009,53.3595844,-1.4657162,"230 Gleadless Rd, Heeley, Sheffield S2 3AF, UK",home,#0F596B
,80,Glenalmond Road,S11 7GX,7,29-Sep-21,18-May-25,5475,53.3612383,-1.5120612,"80 Glenalmond Rd, Sheffield S11 7GX, UK",home,#1D9A6C
,50,Glencoe Road,S2 2SR,6,28-Sep-22,15-Dec-25,5957,53.3768976,-1.4548361,"50 Glencoe Rd, Sheffield S2 2SR, UK",home,#16837A
,59,Glencoe Road,S2 2SQ,6,21-Apr-22,20-Apr-27,5741,53.3767145,-1.4539204,"59 Glencoe Rd, Sheffield S2, UK",home,#16837A
,69,Glencoe Road,S2 2SQ,7,01-Aug-22,14-Aug-26,5894,53.37653580000001,-1.4535156,"69 Glencoe Rd, Sheffield S2 2SQ, UK",home,#1D9A6C
,259,Glossop Road,S10 2GZ,5,08-Feb-22,17-Jun-25,5676,53.3800469,-1.4837241,"259 Glossop Rd, Broomhall, Sheffield S10 2GZ, UK",home,#0F596B
,418,Glossop Road,S10 2JD,9,31-Aug-21,06-Dec-25,5452,53.378894,-1.4901176,"418 Glossop Rd, Broomhall, Sheffield S10 2JD, UK",home,#74C67A
,423,Glossop Road,S10 2PR,6,08-Sep-21,17-Jun-26,5463,53.3772144,-1.492857,"423 Glossop Rd, Broomhall, Sheffield S10 2PR, UK",home,#16837A
,427,Glossop Road,S10 2PR,5,03-May-21,26-Aug-25,5231,53.3772061,-1.4930421,"427 Glossop Rd, Broomhall, Sheffield S10 2PR, UK",home,#0F596B
,435,Glossop Road,S10 2PR,7,26-May-22,23-Oct-25,5769,53.37707870000001,-1.493425,"435 Glossop Rd, Broomhall, Sheffield S10 2PR, UK",home,#1D9A6C
,437,Glossop Road,S10 2PR,6,22-Aug-22,16-Apr-27,5911,53.3770385,-1.4934712,"437 Glossop Rd, Broomhall, Sheffield S10 2PR, UK",home,#16837A
,445,Glossop Road,S10 2PR,6,13-May-21,02-Feb-26,5281,53.3769284,-1.4938434,"445 Glossop Rd, Broomhall, Sheffield S10 2PR, UK",home,#16837A
,447,Glossop Road,S10 2PR,7,15-Nov-22,23-Feb-27,6013,53.3769252,-1.4938752,"447 Glossop Rd, Broomhall, Sheffield S10 2PR, UK",home,#1D9A6C
,449,Glossop Road,S10 2PT,8,12-Jan-22,26-Jun-25,5647,53.3768527,-1.4942911,"449 Glossop Rd, Broomhall, Sheffield S10 2PT, UK",home,#48B16D
,451,Glossop Road,S10 2PT,6,01-Jul-22,15-Apr-27,5847,53.3768472,-1.4943751,"451 Glossop Rd, Broomhall, Sheffield S10 2PT, UK",home,#16837A
Flat 3,498,Glossop Road,S10 2QA,7,03-Aug-22,27-Jul-26,5897,53.377161,-1.5015908,"3, 498 Glossop Rd, Sheffield S10 2QA, UK",home,#1D9A6C
Flat 2,498,Glossop Road,S10 2QA,7,05-Aug-22,27-Jul-26,5899,53.377161,-1.5015908,"2, 498 Glossop Rd, Sheffield S10 2QA, UK",home,#1D9A6C
Flat 1,498,Glossop Road,S10 2QA,5,04-Apr-24,20-Nov-28,6301,53.377161,-1.5015908,"1, 498 Glossop Rd, Sheffield S10 2QA, UK",home,#0F596B
,355a,Glossop Road,S10 2HP,6,24-Mar-21,12-Oct-25,5146,53.3786119,-1.4900097,"355A Glossop Rd, Broomhall, Sheffield S10 2HP, UK",home,#16837A
,497a,Glossop Road,S10 2QE,5,13-Mar-24,11-Dec-28,6341,53.37702609999999,-1.5017171,"497A Glossop Rd, Sheffield S10 2QE, UK",home,#0F596B
,240,Granville Road,S2 2RR,8,07-Oct-21,13-Apr-25,5493,53.3735677,-1.4521614,"240 Granville Rd, Sheffield S2 2RR, UK",home,#48B16D
,257,Granville Road,S2 2RP,6,07-Sep-22,28-Jun-26,5938,53.37376620000001,-1.4496409,"257 Granville Rd, Sheffield S2 2RP, UK",home,#16837A
,277,Granville Road,S2 2RP,7,08-Sep-21,02-Apr-26,5476,53.3737091,-1.4486583,"277 Granville Rd, Sheffield S2 2RP, UK",home,#1D9A6C
,283,Granville Road,S2 2RP,6,06-Jul-21,06-Feb-25,5365,53.3736325,-1.4484168,"283 Granville Rd, Sheffield S2 2RP, UK",home,#16837A
,284,Granville Road,S2 2RT,7,25-May-21,21-Jun-25,5306,53.37337309999999,-1.4482624,"284 Granville Rd, Sheffield S2 2RT, UK",home,#1D9A6C
,315,Granville Road,S2 2RQ,6,25-May-21,09-Mar-25,5304,53.37361370000001,-1.446665,"315 Granville Rd, Sheffield S2 2RQ, UK",home,#16837A
,317,Granville Road,S2 2RQ,6,26-Mar-21,19-Jun-25,5151,53.3736042,-1.4465764,"317 Granville Rd, Sheffield S2 2RQ, UK",home,#16837A
,26,Guest Road,S11 8UJ,5,27-Jun-20,06-Mar-25,4887,53.3661164,-1.5017747,"26 Guest Rd, Sharrow, Sheffield S11 8UJ, UK",home,#0F596B
,40,Guest Road,S11 8UJ,5,08-Dec-20,28-Feb-25,4928,53.3657997,-1.5018077,"40 Guest Rd, Sharrow, Sheffield S11 8UJ, UK",home,#0F596B
,91,Hadfield Street,S6 3RS,5,07-Feb-23,07-Nov-27,6107,53.3911959,-1.4995051,"91 Hadfield St, Sheffield S6 3RS, UK",home,#0F596B
,77,Halifax Road,S6 1LA,7,17-May-22,21-Nov-26,5759,53.4202185,-1.4956656,"77 Halifax Rd, Sheffield S6 1LA, UK",home,#1D9A6C
,89,Halifax Road,S6 1LA,5,06-Mar-23,05-Mar-28,6220,53.4203379,-1.4953159,"89 Halifax Rd, Sheffield S6 1LA, UK",home,#0F596B
,19,Hampton Road,S5 7AN,5,04-Feb-20,03-Feb-25,4611,53.40647389999999,-1.4567211,"19 Hampton Rd, Sheffield S5 7AN, UK",home,#0F596B
,3,Hanover Square,S3 7UA,7,26-Jul-22,07-Nov-27,6217,53.375513,-1.4821135,"3B Hanover Square, Broomhall, Sheffield S3 7UA, UK",home,#1D9A6C
,9,Hanover Square,S3 7UA,6,03-Sep-20,16-Feb-25,4864,53.375513,-1.4821135,"9 Hanover Square, Broomhall, Sheffield S3 7UA, UK",home,#16837A
,10,Hanover Square,S3 7UA,7,27-Mar-24,06-Jan-29,6363,53.375513,-1.4821135,"10 Hanover Square, Broomhall, Sheffield S3 7UA, UK",home,#1D9A6C
,15,Hanover Square,S3 7UA,6,05-May-21,04-May-26,5714,53.375513,-1.4821135,"15 Hanover Square, Broomhall, Sheffield S3 7UA, UK",home,#16837A
William Temple Vicarage,195,Harborough Avenue,S2 1QT,8,09-Jan-24,02-Dec-28,6291,53.3743553,-1.4277687,"195 Harborough Ave, Sheffield S2 1QT, UK",home,#48B16D
,2,Harcourt Crescent,S10 1DG,6,15-Feb-22,21-Dec-25,5703,53.3833062,-1.4968645,"2 Harcourt Cres, Sheffield S10 1DG, UK",home,#16837A
,12,Harcourt Road,S10 1DJ,6,22-Jul-22,17-Aug-26,5880,53.3849036,-1.4935719,"12 Harcourt Rd, Sheffield S10 1DJ, UK",home,#16837A
,17,Harcourt Road,S10 1DH,9,07-Nov-23,06-Nov-28,6353,53.3846863,-1.4933501,"17 Harcourt Rd, Sheffield S10 1DH, UK",home,#74C67A
,21,Harcourt Road,S10 1DH,7,29-Apr-21,28-Feb-25,5220,53.38462,-1.4934963,"21 Harcourt Rd, Sheffield S10 1DH, UK",home,#1D9A6C
,23,Harcourt Road,S10 1DH,8,08-Nov-21,10-Jun-25,5535,53.3846468,-1.4935715,"23 Harcourt Rd, Sheffield S10 1DH, UK",home,#48B16D
,29,Harcourt Road,S10 1DH,7,25-Jun-21,02-Jun-25,5358,53.3844564,-1.4937961,"29 Harcourt Rd, Sheffield S10 1DH, UK",home,#1D9A6C
,33,Harcourt Road,S10 1DH,6,24-Nov-21,27-Aug-26,5561,53.38441479999999,-1.4938839,"33A Harcourt Rd, Sheffield S10 1DH, UK",home,#16837A
,41,Harcourt Road,S10 1DH,6,22-Jul-22,18-May-25,5878,53.3842952,-1.4941297,"41 Harcourt Rd, Sheffield S10 1DH, UK",home,#16837A
,47,Harcourt Road,S10 1DH,6,12-May-21,11-Apr-26,5274,53.3841721,-1.4943826,"47 Harcourt Rd, Sheffield S10 1DH, UK",home,#16837A
,49,Harcourt Road,S10 1DH,6,25-Feb-21,10-Apr-26,5072,53.3842619,-1.4946308,"49 Harcourt Rd, Sheffield S10 1DJ, UK",home,#16837A
,59,Harcourt Road,S10 1DH,7,31-May-22,27-Sep-26,5808,53.3839817,-1.4948117,"59 Harcourt Rd, Sheffield S10 1DJ, UK",home,#1D9A6C
,61,Harcourt Road,S10 1DH,7,04-Mar-21,19-Sep-25,5091,53.3839705,-1.4949636,"61 Harcourt Rd, Sheffield S10 1DH, UK",home,#1D9A6C
,66,Harcourt Road,S10 1DJ,8,17-Feb-21,10-May-25,5045,53.3845777,-1.4941241,"66 Harcourt Rd, Sheffield S10 1DJ, UK",home,#48B16D
,68,Harcourt Road,S10 1DJ,8,04-Mar-21,17-Jun-25,5094,53.384544,-1.4943173,"68 Harcourt Rd, Sheffield S10 1DJ, UK",home,#48B16D
,71,Harcourt Road,S10 1DH,7,12-May-21,07-Apr-26,5270,53.3838083,-1.4952483,"71 Harcourt Rd, Sheffield S10 1DH, UK",home,#1D9A6C
,72,Harcourt Road,S10 1DJ,8,20-Apr-21,01-Feb-26,5196,53.384428,-1.4945294,"72 Harcourt Rd, Sheffield S10 1DJ, UK",home,#48B16D
,76,Harcourt Road,S10 1DJ,8,31-Jan-22,14-Jun-25,5654,53.3843934,-1.4946217,"76 Harcourt Rd, Sheffield S10 1DJ, UK",home,#48B16D
,82,Harcourt Road,S10 1DJ,8,02-Nov-20,15-Mar-25,4896,53.3842981,-1.4947998,"82 Harcourt Rd, Sheffield S10 1DJ, UK",home,#48B16D
,84,Harcourt Road,S10 1DJ,7,30-Nov-21,21-Apr-25,5573,53.3842836,-1.4948437,"84 Harcourt Rd, Sheffield S10 1DJ, UK",home,#1D9A6C
,88,Harcourt Road,S10 1DJ,7,21-Nov-22,20-May-27,6043,53.384232,-1.4950232,"88 Harcourt Rd, Sheffield S10 1DJ, UK",home,#1D9A6C
,90,Harcourt Road,S10 1DJ,8,02-Dec-21,05-Jun-25,5584,53.3841589,-1.4950932,"90 Harcourt Rd, Sheffield S10 1DJ, UK",home,#48B16D
,93,Harcourt Road,S10 1DH,8,05-Jan-21,04-Jan-26,4982,53.3832971,-1.4961333,"93 Harcourt Rd, Sheffield S10 1DH, UK",home,#48B16D
,94,Harcourt Road,S10 1DJ,8,18-Dec-20,17-Mar-25,4951,53.38407059999999,-1.4953397,"94 Harcourt Rd, Sheffield S10 1DJ, UK",home,#48B16D
,104,Harcourt Road,S10 1DJ,8,17-May-22,16-May-27,5756,53.3838532,-1.4956799,"104 Harcourt Rd, Sheffield S10 1DJ, UK",home,#48B16D
,106,Harcourt Road,S10 1DJ,7,09-Nov-22,26-Jan-27,5993,53.3837914,-1.495815,"106 Harcourt Rd, Sheffield S10 1DJ, UK",home,#1D9A6C
,110,Harcourt Road,S10 1DJ,7,30-Mar-21,12-Oct-25,5167,53.3837329,-1.4959318,"110 Harcourt Rd, Sheffield S10 1DJ, UK",home,#1D9A6C
,111,Harcourt Road,S10 1DH,7,24-Aug-21,15-Mar-25,5445,53.3845781,-1.4943358,"111 Harcourt Rd, Sheffield S10 1DH, UK",home,#1D9A6C
,122,Harcourt Road,S10 1DJ,9,09-May-23,30-Apr-27,6171,53.3835279,-1.4963714,"122 Harcourt Rd, Sheffield S10 1DJ, UK",home,#74C67A
,130,Harcourt Road,S10 1DJ,9,10-Nov-22,13-Dec-26,5997,53.38336839999999,-1.4966842,"130 Harcourt Rd, Sheffield S10 1DJ, UK",home,#74C67A
,7,Harefield Road,S11 8NU,5,16-Dec-20,28-Apr-25,4941,53.37004719999999,-1.4916552,"7 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
,8,Harefield Road,S11 8NU,5,07-Jan-21,06-Apr-25,4977,53.369977,-1.4918844,"8 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
,12,Harefield Road,S11 8NU,5,13-Nov-20,06-Apr-25,4927,53.3698393,-1.4919278,"12 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
,16,Harefield Road,S11 8NU,5,24-Jan-24,11-Nov-28,6304,53.3697659,-1.4918571,"16 Harefield Rd, Sharrow, off Ecclesall Road, Sheffield S11 8NU, UK",home,#0F596B
,17,Harefield Road,S11 8NU,5,18-May-22,19-Mar-27,5766,53.3698698,-1.4915072,"17 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
,22,Harefield Road,S11 8NU,5,23-Mar-23,15-Jun-25,6157,53.3696589,-1.4917643,"22 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
,24,Harefield Road,S11 8NU,5,22-Nov-22,02-Sep-27,6055,53.3696139,-1.4917369,"24 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
,27,Harefield Road,S11 8NU,5,03-Feb-22,11-May-25,5669,53.36971330000001,-1.4913329,"27 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
,42,Harefield Road,S11 8NU,6,15-Jun-22,26-Jul-26,5835,53.3690909,-1.4911874,"42 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#16837A
,43,Harefield Road,S11 8NU,5,26-Nov-21,13-Apr-25,5565,53.3692623,-1.4910438,"43 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
,44,Harefield Road,S11 8NU,5,21-Dec-20,07-Apr-25,4953,53.3690709,-1.4911712,"44 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#0F596B
Harefield House Upper,45,Harefield Road,S11 8NU,9,07-Dec-23,12-Sep-28,6287,53.3691144,-1.4907856,"Harefield House, 45 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#74C67A
Harefield House Lower,45,Harefield Road,S11 8NU,7,07-Dec-23,12-Sep-28,6286,53.3691144,-1.4907856,"Harefield House, 45 Harefield Rd, Sharrow, Sheffield S11 8NU, UK",home,#1D9A6C
,24,Harland Road,S11 8NB,5,04-Oct-21,26-May-25,5480,53.3703918,-1.4894826,"24 Harland Rd, Sharrow, Sheffield S11 8NB, UK",home,#0F596B
,26,Harland Road,S11 8NB,5,20-Mar-20,23-Feb-25,4794,53.3703613,-1.4894525,"26 Harland Rd, Sharrow, Sheffield S11 8NB, UK",home,#0F596B
,32,Harland Road,S11 8NB,7,06-Oct-22,27-Apr-26,5968,53.37029219999999,-1.4893378,"32 Harland Rd, Sharrow, Sheffield S11 8NB, UK",home,#1D9A6C
,36,Harland Road,S11 8NB,5,19-Mar-20,24-Feb-25,4791,53.3702151,-1.4893437,"36 Harland Rd, Sharrow, Sheffield S11 8NB, UK",home,#0F596B
,44,Harland Road,S11 8NB,6,09-Dec-20,12-May-25,4929,53.37004109999999,-1.4891778,"44 Harland Rd, Sharrow, Sheffield S11 8NB, UK",home,#16837A
,9,Havelock Street,S10 2FP,6,18-May-21,19-May-25,5293,53.3777611,-1.4870935,"9 Havelock St, Broomhall, Sheffield S10 2FP, UK",home,#16837A
,21,Havelock Street,S10 2FP,6,11-Feb-20,10-Feb-25,4639,53.3774788,-1.487154,"21 Havelock St, Broomhall, Sheffield S10 2FP, UK",home,#16837A
,26,Havelock Street,S10 2FP,6,22-Nov-21,26-May-25,5548,53.3774919,-1.4875544,"26 Havelock St, Broomhall, Sheffield S10 2FP, UK",home,#16837A
,30,Havelock Street,S10 2FP,6,18-Jul-23,03-Jun-26,6214,53.3773726,-1.4876891,"30 Havelock St, Broomhall, Sheffield S10 2FP, UK",home,#16837A
,2,Hawthorn Road,S6 4LG,5,24-Oct-23,14-Aug-28,6262,53.4028439,-1.5041116,"2 Hawthorn Rd, Hillsborough, Sheffield S6 4LG, UK",home,#0F596B
,97,Heavygate Road,S10 1PE,5,26-Oct-21,08-Jan-26,5509,53.3889431,-1.4997486,"97 Heavygate Rd, Sheffield S10 1PE, UK",home,#0F596B
,171,Heavygate Road,S10 1PH,6,23-Nov-21,02-Aug-25,5559,53.3897482,-1.5019415,"171 Heavygate Rd, Sheffield S10 1PH, UK",home,#16837A
,207,Heavygate Road,S10 1PH,5,21-Nov-22,16-May-27,6046,53.3903951,-1.5028591,"207 Heavygate Rd, Sheffield S10 1PH, UK",home,#0F596B
,420,Heavygate Road,S10 1QE,8,08-Jan-24,31-Aug-28,6289,53.3941439,-1.5040559,"420 Heavygate Rd, Sheffield S10 1QE, UK",home,#48B16D
,414-418,Heavygate Road,S10 1QE,13,13-Mar-24,09-Nov-28,6340,53.3939917,-1.5039422,"414-418 Heavygate Rd, Sheffield S10 1QE, UK",home,#DEEDCF
,112,Heeley Bank Road,S2 3GJ,6,07-Jan-22,17-Jun-25,5639,53.36557680000001,-1.4631453,"112 Heeley Bank Rd, Sheffield S2 3GJ, UK",home,#16837A
,122,Henry Street,S3 7LU,5,15-May-24,16-Jan-29,6415,53.3880497,-1.4801362,"122 Henry St, Sheffield S3 7LE, UK",home,#0F596B
,124,Henry Street,S3 7LU,5,31-Jan-22,01-Jan-27,5656,53.3880488,-1.4801342,"124 Henry St, Sheffield S3 7LE, UK",home,#0F596B
,126,Henry Street,S3 7LU,5,12-Jul-22,06-Apr-27,5866,53.3879433,-1.4803304,"126 Henry St, Sheffield S3 7LU, UK",home,#0F596B
,128,Henry Street,S3 7LU,5,16-Nov-22,31-Dec-27,6024,53.3879142,-1.4803869,"128 Henry St, Sheffield S3 7LU, UK",home,#0F596B
,129,Herries Road,S5 7AS,6,09-Sep-21,29-Mar-26,5467,53.4074451,-1.4569293,"129 Herries Rd, Sheffield S5 7AS, UK",home,#16837A
